;Timestamp;Open;High;Low;Close;Volume
0;2024-07-27 04:40:00;0.4981;0.4981;0.498;0.498;3.6
1;2024-07-27 04:45:00;0.4981;0.4981;0.498;0.4981;3.9
2;2024-07-27 04:50:00;0.4981;0.4987;0.498;0.4986;3.4
3;2024-07-27 04:55:00;0.4986;0.4992;0.4986;0.4992;3.7
4;2024-07-27 05:00:00;0.4992;0.4992;0.4936;0.4936;3.7
5;2024-07-27 05:05:00;0.492;0.492;0.4853;0.4853;3.1
6;2024-07-27 05:10:00;0.4852;0.4853;0.4847;0.4849;4.4
7;2024-07-27 05:15:00;0.4848;0.4853;0.4847;0.4853;3.5
8;2024-07-27 05:20:00;0.4853;0.4863;0.4853;0.4863;4.0
9;2024-07-27 05:25:00;0.4862;0.4864;0.4862;0.4864;4.0
10;2024-07-27 05:30:00;0.4864;0.4866;0.4864;0.4866;3.7
11;2024-07-27 05:35:00;0.4866;0.4871;0.4866;0.487;3.9
12;2024-07-27 05:40:00;0.4868;0.4869;0.4868;0.4868;3.7
13;2024-07-27 05:45:00;0.4869;0.4869;0.4868;0.4868;2.8
14;2024-07-27 05:50:00;0.4869;0.4869;0.4868;0.4868;3.7
15;2024-07-27 05:55:00;0.4869;0.4869;0.4868;0.4868;3.3
16;2024-07-27 06:00:00;0.4869;0.4871;0.4868;0.4871;3.5
17;2024-07-27 06:05:00;0.4871;0.4871;0.4871;0.4871;3.6
18;2024-07-27 06:10:00;0.4871;0.4871;0.4871;0.4871;3.0
19;2024-07-27 06:15:00;0.4871;0.4871;0.4859;0.4859;3.6
20;2024-07-27 06:20:00;0.486;0.4861;0.4854;0.4854;24.8
21;2024-07-27 06:25:00;0.4854;0.4854;0.4853;0.4853;4.0
22;2024-07-27 06:30:00;0.4853;0.4853;0.4851;0.4852;3.4
23;2024-07-27 06:35:00;0.4852;0.4852;0.4848;0.4849;3.0
24;2024-07-27 06:40:00;0.4848;0.4848;0.4848;0.4848;3.8
25;2024-07-27 06:45:00;0.4848;0.4848;0.4847;0.4847;4.1
26;2024-07-27 06:50:00;0.4848;0.4848;0.4847;0.4848;4.1
27;2024-07-27 06:55:00;0.4848;0.4848;0.4847;0.4847;4.1
28;2024-07-27 07:00:00;0.4847;0.4848;0.4847;0.4848;3.9
29;2024-07-27 07:05:00;0.4848;0.4856;0.4847;0.4856;4.0
30;2024-07-27 07:10:00;0.4856;0.4858;0.4856;0.4858;4.5
31;2024-07-27 07:15:00;0.4858;0.486;0.4847;0.4847;3.4
32;2024-07-27 07:20:00;0.4847;0.4848;0.4847;0.4847;3.9
33;2024-07-27 07:25:00;0.4847;0.4848;0.4847;0.4847;3.4
34;2024-07-27 07:30:00;0.4848;0.4848;0.4847;0.4848;3.4
35;2024-07-27 07:35:00;0.4848;0.4848;0.4847;0.4848;4.5
36;2024-07-27 07:40:00;0.4847;0.4848;0.4847;0.4847;3.8
37;2024-07-27 07:45:00;0.4848;0.4848;0.4847;0.4848;4.2
38;2024-07-27 07:50:00;0.4848;0.4848;0.4827;0.4838;334.7
39;2024-07-27 07:55:00;0.4838;0.4838;0.4824;0.4838;334.9
40;2024-07-27 08:00:00;0.4838;0.4843;0.4831;0.4843;86.5
41;2024-07-27 08:05:00;0.4843;0.4843;0.4839;0.4839;4.0
42;2024-07-27 08:10:00;0.4839;0.484;0.4839;0.4839;3.5
43;2024-07-27 08:15:00;0.484;0.4842;0.4839;0.4842;4.3
44;2024-07-27 08:20:00;0.4842;0.4845;0.4842;0.4845;3.8
45;2024-07-27 08:25:00;0.4845;0.4849;0.4844;0.4849;2.9
46;2024-07-27 08:30:00;0.4821;0.4821;0.4785;0.4785;3.4
47;2024-07-27 08:35:00;0.4781;0.4784;0.4778;0.4778;3.9
48;2024-07-27 08:40:00;0.4778;0.4787;0.4778;0.4787;3.3
49;2024-07-27 08:45:00;0.4787;0.4802;0.4787;0.4802;3.3
50;2024-07-27 08:50:00;0.4801;0.4804;0.4801;0.4801;3.7
51;2024-07-27 08:55:00;0.4802;0.4846;0.4802;0.4845;81.4
52;2024-07-27 09:00:00;0.4854;0.487;0.4854;0.487;3.3
53;2024-07-27 09:05:00;0.4881;0.4901;0.4878;0.49;2.7
54;2024-07-27 09:10:00;0.4896;0.4897;0.4896;0.4896;3.9
55;2024-07-27 09:15:00;0.4899;0.4901;0.4887;0.4901;69.1
56;2024-07-27 09:20:00;0.4901;0.4901;0.4901;0.4901;3.9
57;2024-07-27 09:25:00;0.4901;0.4901;0.4901;0.4901;3.8
58;2024-07-27 09:30:00;0.4901;0.4901;0.4901;0.4901;3.1
59;2024-07-27 09:35:00;0.4901;0.4901;0.4901;0.4901;3.2
60;2024-07-27 09:40:00;0.4901;0.4901;0.4901;0.4901;3.1
61;2024-07-27 09:45:00;0.4901;0.4901;0.4901;0.4901;3.7
62;2024-07-27 09:50:00;0.4901;0.4901;0.4901;0.4901;3.6
63;2024-07-27 09:55:00;0.4901;0.4901;0.4901;0.4901;3.6
64;2024-07-27 10:00:00;0.4901;0.4914;0.4901;0.4914;3.2
65;2024-07-27 10:05:00;0.4914;0.4914;0.4911;0.4914;3.6
66;2024-07-27 10:10:00;0.4912;0.4912;0.4899;0.4899;3.5
67;2024-07-27 10:15:00;0.49;0.49;0.4899;0.49;4.4
68;2024-07-27 10:20:00;0.49;0.49;0.4897;0.4898;3.6
69;2024-07-27 10:25:00;0.4897;0.4898;0.4882;0.4883;4.7
70;2024-07-27 10:30:00;0.4883;0.4883;0.487;0.487;3.5
71;2024-07-27 10:35:00;0.487;0.487;0.4867;0.4868;2.7
72;2024-07-27 10:40:00;0.4866;0.4866;0.4856;0.4856;3.5
73;2024-07-27 10:45:00;0.4856;0.4856;0.4837;0.4839;3.4
74;2024-07-27 10:50:00;0.4839;0.4855;0.4837;0.4855;4.3
75;2024-07-27 10:55:00;0.4855;0.4899;0.4855;0.4896;3.2
76;2024-07-27 11:00:00;0.4894;0.4906;0.4894;0.4903;3.1
77;2024-07-27 11:05:00;0.4903;0.4903;0.4883;0.4887;3.2
78;2024-07-27 11:10:00;0.4887;0.4887;0.4878;0.4878;3.5
79;2024-07-27 11:15:00;0.4878;0.4878;0.4878;0.4878;3.7
80;2024-07-27 11:20:00;0.4878;0.4878;0.4867;0.4867;4.0
81;2024-07-27 11:25:00;0.4867;0.4867;0.4854;0.4854;3.3
82;2024-07-27 11:30:00;0.485;0.485;0.484;0.484;3.4
83;2024-07-27 11:35:00;0.484;0.487;0.484;0.487;3.6
84;2024-07-27 11:40:00;0.487;0.4883;0.487;0.4883;3.5
85;2024-07-27 11:45:00;0.4885;0.4893;0.4885;0.4892;4.3
86;2024-07-27 11:50:00;0.4893;0.4893;0.4892;0.4892;3.4
87;2024-07-27 11:55:00;0.4892;0.4893;0.4892;0.4892;2.7
88;2024-07-27 12:00:00;0.4893;0.4893;0.4892;0.4893;4.0
89;2024-07-27 12:05:00;0.4892;0.4893;0.4892;0.4892;3.9
90;2024-07-27 12:10:00;0.4892;0.4893;0.4892;0.4893;3.9
91;2024-07-27 12:15:00;0.4892;0.4895;0.4892;0.4893;3.2
